timestamp,actor,decision,pair_id,unique_id_l,unique_id_r,confidence,ubid,notes
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-64,BBMP/560058/0277,KAR/FACT/560058/0277,89.4,UBID-KA-000206,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-65,ESCOM/560058/000661,KR/BN/00661/000,89.4,UBID-KA-000499,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-66,BBMP/560058/0627,KR/BN/00627/000,89.4,UBID-KA-000471,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-67,BBMP/560100/0423,KR/BN/00423/000,89.4,UBID-KA-000322,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-68,BBMP/560058/0277,KR/BN/00277/000,89.4,UBID-KA-000206,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-69,BBMP/560058/0627,ESCOM/560058/000627,89.4,UBID-KA-000471,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-70,BBMP/560100/0563,ESCOM/560100/000563,89.4,UBID-KA-000423,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-71,BBMP/560100/0040,ESCOM/560100/000040,89.4,UBID-KA-000030,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-72,ESCOM/560100/000563,KAR/FACT/560100/0563,89.4,UBID-KA-000423,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-73,BBMP/560058/0007,KR/BN/00007/000,89.4,UBID-KA-000005,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-74,BBMP/560058/0007,ESCOM/560058/000007,89.4,UBID-KA-000005,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-75,BBMP/560058/0408,ESCOM/560058/000408,89.4,UBID-KA-000308,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-76,ESCOM/560058/000408,KR/BN/00408/000,89.4,UBID-KA-000308,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-77,ESCOM/560100/000354,KR/BN/00354/000,89.4,UBID-KA-000266,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-78,BBMP/560100/0074,KR/BN/00074/000,89.4,UBID-KA-000052,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-79,BBMP/560058/0511,KR/BN/00511/000,93.6,UBID-KA-000383,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-80,BBMP/560100/0500,ESCOM/560100/000500,93.6,UBID-KA-000373,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-81,BBMP/560058/0722,KAR/FACT/560058/0722,96.9,UBID-KA-000541,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-82,BBMP/560100/0454,ESCOM/560100/000454,96.9,UBID-KA-000341,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-83,BBMP/560058/0322,KAR/FACT/560058/0322,96.9,UBID-KA-000239,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-84,ESCOM/560058/000322,KAR/FACT/560058/0322,96.9,UBID-KA-000239,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-85,BBMP/560100/0189,KAR/FACT/560100/0189,96.9,UBID-KA-000141,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-86,BBMP/560058/0141,KAR/FACT/560058/0141,96.9,UBID-KA-000101,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-87,ESCOM/560100/000071,KAR/FACT/560100/0071,96.9,UBID-KA-000595,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-88,ESCOM/560058/000738,KR/BN/00738/000,96.9,UBID-KA-000552,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-89,KAR/FACT/560058/0738,KR/BN/00738/000,96.9,UBID-KA-000552,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-90,ESCOM/560100/000745,KR/BN/00745/000,96.9,UBID-KA-000558,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-91,BBMP/560058/0722,KR/BN/00722/000,96.9,UBID-KA-000541,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-92,ESCOM/560100/000670,KR/BN/00670/000,96.9,UBID-KA-000777,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-93,ESCOM/560058/000643,KR/BN/00643/000,96.9,UBID-KA-000484,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-94,ESCOM/560100/000588,KR/BN/00588/000,96.9,UBID-KA-000442,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-95,BBMP/560058/0597,KR/BN/00597/000,96.9,UBID-KA-000449,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-96,KAR/FACT/560058/0592,KR/BN/00592/000,96.9,UBID-KA-000752,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-97,KAR/FACT/560100/0579,KR/BN/00579/000,96.9,UBID-KA-000436,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-98,BBMP/560100/0528,KR/BN/00528/000,96.9,UBID-KA-000396,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-99,ESCOM/560058/000469,KR/BN/00469/000,96.9,UBID-KA-000350,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-100,BBMP/560058/0415,KR/BN/00415/000,96.9,UBID-KA-000315,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-101,ESCOM/560100/000412,KR/BN/00412/000,96.9,UBID-KA-000312,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-102,ESCOM/560058/000662,KAR/FACT/560058/0662,96.9,UBID-KA-000774,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-103,BBMP/560100/0323,KR/BN/00323/000,96.9,UBID-KA-000240,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-104,ESCOM/560058/000297,KR/BN/00297/000,96.9,UBID-KA-000222,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-105,ESCOM/560100/000305,KR/BN/00305/000,96.9,UBID-KA-000228,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-106,BBMP/560058/0272,KR/BN/00272/000,96.9,UBID-KA-000201,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-107,ESCOM/560058/000272,KR/BN/00272/000,96.9,UBID-KA-000201,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-108,ESCOM/560058/000270,KR/BN/00270/000,96.9,UBID-KA-000655,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-109,ESCOM/560058/000253,KR/BN/00253/000,96.9,UBID-KA-000188,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-110,ESCOM/560100/000220,KR/BN/00220/000,96.9,UBID-KA-000637,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-111,BBMP/560100/0194,KR/BN/00194/000,96.9,UBID-KA-000145,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-112,KAR/FACT/560100/0015,KR/BN/00015/000,96.9,UBID-KA-000820,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-113,BBMP/560100/0745,ESCOM/560100/000745,96.9,UBID-KA-000558,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-114,BBMP/560058/0654,ESCOM/560058/000654,96.9,UBID-KA-000492,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-115,BBMP/560058/0638,ESCOM/560058/000638,96.9,UBID-KA-000482,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-116,BBMP/560100/0577,ESCOM/560100/000577,96.9,UBID-KA-000434,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-117,BBMP/560100/0556,ESCOM/560100/000556,96.9,UBID-KA-000418,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-118,BBMP/560058/0347,ESCOM/560058/000347,96.9,UBID-KA-000259,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-119,BBMP/560058/0309,ESCOM/560058/000309,96.9,UBID-KA-000231,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-120,BBMP/560100/0303,ESCOM/560100/000303,96.9,UBID-KA-000226,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-121,BBMP/560058/0253,ESCOM/560058/000253,96.9,UBID-KA-000188,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-122,BBMP/560058/0439,KAR/FACT/560058/0439,96.9,UBID-KA-000334,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-123,BBMP/560100/0595,KAR/FACT/560100/0595,96.9,UBID-KA-000448,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-124,BBMP/560100/0559,KAR/FACT/560100/0559,96.9,UBID-KA-000420,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-125,ESCOM/560058/000495,KAR/FACT/560058/0495,96.9,UBID-KA-000370,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-126,BBMP/560100/0412,KAR/FACT/560100/0412,96.9,UBID-KA-000312,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-127,BBMP/560058/0522,ESCOM/560058/000522,96.9,UBID-KA-000391,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-128,BBMP/560100/0528,ESCOM/560100/000528,96.9,UBID-KA-000396,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-129,KAR/FACT/560100/0172,KR/BN/00172/000,96.9,UBID-KA-000126,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-130,BBMP/560100/0167,KR/BN/00167/000,96.9,UBID-KA-000121,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-131,BBMP/560058/0396,KR/BN/00396/000,96.9,UBID-KA-000298,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-132,BBMP/560058/0104,KR/BN/00104/000,96.9,UBID-KA-000076,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-133,ESCOM/560058/000104,KR/BN/00104/000,96.9,UBID-KA-000076,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-134,ESCOM/560058/000396,KR/BN/00396/000,96.9,UBID-KA-000298,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-135,BBMP/560100/0474,ESCOM/560100/000474,96.9,UBID-KA-000353,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-136,ESCOM/560100/000111,KR/BN/00111/000,96.9,UBID-KA-000082,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-137,ESCOM/560058/000347,KR/BN/00347/000,96.9,UBID-KA-000259,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-138,BBMP/560058/0495,ESCOM/560058/000495,96.9,UBID-KA-000370,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-139,BBMP/560100/0122,ESCOM/560100/000122,96.9,UBID-KA-000087,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-140,BBMP/560100/0121,ESCOM/560100/000121,96.9,UBID-KA-000086,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-141,ESCOM/560058/000378,KR/BN/00378/000,96.9,UBID-KA-000285,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-142,ESCOM/560100/000095,KR/BN/00095/000,96.9,UBID-KA-000067,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-143,BBMP/560100/0095,ESCOM/560100/000095,96.9,UBID-KA-000067,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-144,BBMP/560100/0238,ESCOM/560100/000238,96.9,UBID-KA-000178,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-145,BBMP/560100/0548,KR/BN/00548/000,96.9,UBID-KA-000410,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-146,BBMP/560058/0469,ESCOM/560058/000469,96.9,UBID-KA-000350,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-147,ESCOM/560100/000119,KR/BN/00119/000,96.9,UBID-KA-000609,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-148,ESCOM/560058/000079,KR/BN/00079/000,96.9,UBID-KA-000057,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-149,BBMP/560100/0128,ESCOM/560100/000128,96.9,UBID-KA-000093,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-150,BBMP/560058/0439,ESCOM/560058/000439,96.9,UBID-KA-000334,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-151,BBMP/560058/0407,ESCOM/560058/000407,96.9,UBID-KA-000307,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-152,BBMP/560100/0412,ESCOM/560100/000412,96.9,UBID-KA-000312,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-153,BBMP/560058/0166,ESCOM/560058/000166,96.9,UBID-KA-000120,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-154,BBMP/560100/0077,KR/BN/00077/000,96.9,UBID-KA-000055,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-155,BBMP/560100/0386,KR/BN/00386/000,96.9,UBID-KA-000290,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-156,BBMP/560100/0189,ESCOM/560100/000189,96.9,UBID-KA-000141,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-157,KAR/FACT/560100/0071,KR/BN/00071/000,96.9,UBID-KA-000595,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-158,BBMP/560100/0146,ESCOM/560100/000146,96.9,UBID-KA-000105,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-159,BBMP/560100/0398,ESCOM/560100/000398,96.9,UBID-KA-000299,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-160,KAR/FACT/560100/0412,KR/BN/00412/000,96.9,UBID-KA-000312,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-161,BBMP/560058/0326,KR/BN/00326/000,96.9,UBID-KA-000243,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-162,ESCOM/560100/000741,KAR/FACT/560100/0741,97.2,UBID-KA-000804,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-163,BBMP/560100/0442,ESCOM/560100/000442,97.2,UBID-KA-000335,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-164,ESCOM/560058/000629,KAR/FACT/560058/0629,97.2,UBID-KA-000766,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-165,ESCOM/560058/000610,KAR/FACT/560058/0610,97.2,UBID-KA-000761,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-166,ESCOM/560058/000328,KAR/FACT/560058/0328,97.2,UBID-KA-000673,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-167,ESCOM/560058/000229,KAR/FACT/560058/0229,97.2,UBID-KA-000639,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-168,BBMP/560100/0033,KAR/FACT/560100/0033,97.2,UBID-KA-000024,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-169,BBMP/560058/0064,KAR/FACT/560058/0064,97.2,UBID-KA-000048,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-170,ESCOM/560100/000720,KR/BN/00720/000,97.2,UBID-KA-000796,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-171,BBMP/560100/0716,KR/BN/00716/000,97.2,UBID-KA-000536,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-172,ESCOM/560100/000697,KR/BN/00697/000,97.2,UBID-KA-000786,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-173,ESCOM/560058/000671,KR/BN/00671/000,97.2,UBID-KA-000778,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-174,ESCOM/560058/000629,KR/BN/00629/000,97.2,UBID-KA-000766,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-175,KAR/FACT/560058/0629,KR/BN/00629/000,97.2,UBID-KA-000766,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-176,ESCOM/560100/000649,KAR/FACT/560100/0649,97.2,UBID-KA-000772,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-177,KAR/FACT/560058/0484,KR/BN/00484/000,97.2,UBID-KA-000849,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-178,BBMP/560100/0442,KR/BN/00442/000,97.2,UBID-KA-000335,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-179,ESCOM/560100/000442,KR/BN/00442/000,97.2,UBID-KA-000335,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-180,BBMP/560058/0411,KR/BN/00411/000,97.2,UBID-KA-000311,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-181,BBMP/560058/0328,KR/BN/00328/000,97.2,UBID-KA-000244,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-182,ESCOM/560100/000312,KR/BN/00312/000,97.2,UBID-KA-000665,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-183,ESCOM/560058/000264,KR/BN/00264/000,97.2,UBID-KA-000653,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-184,BBMP/560100/0231,KR/BN/00231/000,97.2,UBID-KA-000173,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-185,BBMP/560058/0234,KR/BN/00234/000,97.2,UBID-KA-000176,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-186,ESCOM/560058/000213,KR/BN/00213/000,97.2,UBID-KA-000635,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-187,ESCOM/560058/000211,KR/BN/00211/000,97.2,UBID-KA-000633,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-188,ESCOM/560100/000033,KR/BN/00033/000,97.2,UBID-KA-000580,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-189,KAR/FACT/560100/0002,KR/BN/00002/000,97.2,UBID-KA-000817,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-190,BBMP/560058/0683,ESCOM/560058/000683,97.2,UBID-KA-000515,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-191,BBMP/560058/0621,ESCOM/560058/000621,97.2,UBID-KA-000466,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-192,BBMP/560058/0594,ESCOM/560058/000594,97.2,UBID-KA-000447,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-193,BBMP/560100/0611,ESCOM/560100/000611,97.2,UBID-KA-000459,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-194,BBMP/560100/0551,ESCOM/560100/000551,97.2,UBID-KA-000413,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-195,BBMP/560058/0285,ESCOM/560058/000285,97.2,UBID-KA-000212,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-196,BBMP/560058/0266,ESCOM/560058/000266,97.2,UBID-KA-000197,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-197,BBMP/560100/0281,ESCOM/560100/000281,97.2,UBID-KA-000209,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-198,BBMP/560100/0457,KAR/FACT/560100/0457,97.2,UBID-KA-000343,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-199,ESCOM/560058/000139,KR/BN/00139/000,97.2,UBID-KA-000615,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-200,BBMP/560058/0209,ESCOM/560058/000209,97.2,UBID-KA-000155,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-201,BBMP/560100/0391,KR/BN/00391/000,97.2,UBID-KA-000293,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-202,ESCOM/560058/000549,KR/BN/00549/000,97.2,UBID-KA-000740,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-203,ESCOM/560058/000546,KR/BN/00546/000,97.2,UBID-KA-000738,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-204,ESCOM/560058/000039,KR/BN/00039/000,97.2,UBID-KA-000029,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-205,BBMP/560100/0153,KR/BN/00153/000,97.2,UBID-KA-000110,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-206,ESCOM/560058/000021,KR/BN/00021/000,97.2,UBID-KA-000015,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-207,BBMP/560058/0444,ESCOM/560058/000444,97.2,UBID-KA-000337,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-208,ESCOM/560058/000586,KR/BN/00586/000,97.2,UBID-KA-000750,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-209,BBMP/560100/0401,ESCOM/560100/000401,97.2,UBID-KA-000302,
2026-05-06T08:05:17.484336,SYSTEM,AUTO_LINK,AL-210,BBMP/560058/0021,ESCOM/560058/000021,97.2,UBID-KA-000015,
