match_weight,match_probability,unique_id_l,unique_id_r,name_norm_l,name_norm_r,gamma_name_norm,bf_name_norm,pan_clean_l,pan_clean_r,gamma_pan_clean,bf_pan_clean,gstin_clean_l,gstin_clean_r,gamma_gstin_clean,bf_gstin_clean,addr_norm_l,addr_norm_r,gamma_addr_norm,bf_addr_norm,pin_code_l,pin_code_r,gamma_pin_code,bf_pin_code,match_key
3.083130699961926,0.8944536934227935,BBMP/560058/0277,KAR/FACT/560058/0277,balaji limited p packaging,balaji limited packaging private,2,41.5494040363289,RKBFA6260U,RKBFA6260U,1,917.2573170641534,,,-1,1.0,"689 7, factory road, rajajinagar industrial estate, bangalore, 560058","factory road, rajajinagar industrial estate, bangalore, 560058",1,1.169572505422142,560058,560058,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,ESCOM/560058/000661,KR/BN/00661/000,cables limited p premier,cables limited premier private,2,41.5494040363289,RAJAV8890I,RAJAV8890I,1,917.2573170641534,29RAJAV8890I4ZC,,-1,1.0,"3rd main, peenya 1st stage, bangalore, 560058","768 5, 3rd main, peenya 1st stage, bangalore, 560058",1,1.169572505422142,560058,560058,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,BBMP/560058/0627,KR/BN/00627/000,beverages manufacturer sunrise,beverages manufacturers sunrise,2,41.5494040363289,IBEFV9549N,IBEFV9549N,1,917.2573170641534,,,-1,1.0,"385 9, ring road, rajajinagar industrial estate, bangalore, bangalore","ring road, rajajinagar industrial estate, bangalore, 560058",1,1.169572505422142,560058,560058,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,BBMP/560100/0423,KR/BN/00423/000,bangalore electricals limited p,bangalore electricals limited private,2,41.5494040363289,BJSAA5357A,BJSAA5357A,1,917.2573170641534,,29BJSAA5357A4ZO,-1,1.0,"1st cross, electronic city phase 2, bangalore, bangalore","659 3, 1st cross, electronic city phase 2, bangalore, 560100",1,1.169572505422142,560100,560100,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,BBMP/560058/0277,KR/BN/00277/000,balaji limited p packaging,balaji limited packaging private,2,41.5494040363289,RKBFA6260U,RKBFA6260U,1,917.2573170641534,,,-1,1.0,"689 7, factory road, rajajinagar industrial estate, bangalore, 560058","factory road, rajajinagar industrial estate, bangalore, bangalore",1,1.169572505422142,560058,560058,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,BBMP/560058/0627,ESCOM/560058/000627,beverages manufacturer sunrise,beverages manufacturers sunrise,2,41.5494040363289,IBEFV9549N,IBEFV9549N,1,917.2573170641534,,,-1,1.0,"385 9, ring road, rajajinagar industrial estate, bangalore, bangalore","ring road, rajajinagar industrial estate, bangalore, 560058",1,1.169572505422142,560058,560058,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,BBMP/560100/0563,ESCOM/560100/000563,mahalaxmi manufacturing textiles,mahalaxmi manufacturer textiles,2,41.5494040363289,ATFPY3282E,ATFPY3282E,1,917.2573170641534,,,-1,1.0,"main road, electronic city phase 1, bangalore, bangalore","726 8, main road, electronic city phase 1, bangalore, bangalore",1,1.169572505422142,560100,560100,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,BBMP/560100/0040,ESCOM/560100/000040,bangalore furniture manufacturers,bangalore furniture manufacturer,2,41.5494040363289,TUPFD8090T,TUPFD8090T,1,917.2573170641534,,,-1,1.0,"ring road, neeladri nagar, bangalore, 560100","551 6, ring road, neeladri nagar, bangalore, 560100",1,1.169572505422142,560100,560100,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,ESCOM/560100/000563,KAR/FACT/560100/0563,mahalaxmi manufacturer textiles,mahalaxmi manufacturers textiles,2,41.5494040363289,ATFPY3282E,ATFPY3282E,1,917.2573170641534,,,-1,1.0,"726 8, main road, electronic city phase 1, bangalore, bangalore","main road, electronic city phase 1, bangalore, bangalore",1,1.169572505422142,560100,560100,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,BBMP/560058/0007,KR/BN/00007/000,janatha manufacturing motors,janatha manufacturer motors,2,41.5494040363289,TVPAJ2013S,TVPAJ2013S,1,917.2573170641534,,,-1,1.0,"480 9, 3rd main, rajajinagar industrial estate, bangalore, 560058","3rd main, rajajinagar industrial estate, bangalore, bangalore",1,1.169572505422142,560058,560058,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,BBMP/560058/0007,ESCOM/560058/000007,janatha manufacturing motors,janatha manufacturers motors,2,41.5494040363289,TVPAJ2013S,TVPAJ2013S,1,917.2573170641534,,,-1,1.0,"480 9, 3rd main, rajajinagar industrial estate, bangalore, 560058","3rd main, rajajinagar industrial estate, bangalore, 560058",1,1.169572505422142,560058,560058,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,BBMP/560058/0408,ESCOM/560058/000408,foods manufacturing united,foods manufacturers united,2,41.5494040363289,DYSPE8465L,DYSPE8465L,1,917.2573170641534,,29DYSPE8465L4ZZ,-1,1.0,"21 4, ring road, peenya 1st stage, bangalore, 560058","ring road, peenya 1st stage, bangalore, 560058",1,1.169572505422142,560058,560058,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,ESCOM/560058/000408,KR/BN/00408/000,foods manufacturers united,foods manufacturer united,2,41.5494040363289,DYSPE8465L,DYSPE8465L,1,917.2573170641534,29DYSPE8465L4ZZ,,-1,1.0,"ring road, peenya 1st stage, bangalore, 560058","21 4, ring road, peenya 1st stage, bangalore, bangalore",1,1.169572505422142,560058,560058,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,ESCOM/560100/000354,KR/BN/00354/000,limited modern p pipes,limited modern pipes private,2,41.5494040363289,WZMPV0662S,WZMPV0662S,1,917.2573170641534,29WZMPV0662S7Z1,,-1,1.0,"cross road, kudlu gate, bangalore, bangalore","648 9, cross road, kudlu gate, bangalore, bangalore",1,1.169572505422142,560100,560100,1,1.901026871008641,0
3.083130699961926,0.8944536934227935,BBMP/560100/0074,KR/BN/00074/000,engineering indian manufacturer,engineering indian manufacturers,2,41.5494040363289,EYMPE4758W,EYMPE4758W,1,917.2573170641534,,29EYMPE4758W9ZQ,-1,1.0,"industrial road, neeladri nagar, bangalore, 560100","117 7, industrial road, neeladri nagar, bangalore, bangalore",1,1.169572505422142,560100,560100,1,1.901026871008641,0
3.879384991475709,0.9363735228800857,BBMP/560058/0511,KR/BN/00511/000,auto manufacturing modern parts,auto manufacturers modern parts,1,0.4402804346377512,TIJCN4540Z,TIJCN4540Z,1,917.2573170641534,29TIJCN4540Z7ZN,,-1,1.0,"889 5, industrial road, peenya industrial area, bangalore, 560058","889 5, industrial road, peenya industrial area, bangalore, 560058",3,191.67213857035418,560058,560058,1,1.901026871008641,0
3.879384991475709,0.9363735228800857,BBMP/560100/0500,ESCOM/560100/000500,manufacturing new plastics,manufacturers new plastics,1,0.4402804346377512,CSPCT4258D,CSPCT4258D,1,917.2573170641534,,,-1,1.0,"industrial road, electronic city phase 1, bangalore, 560100","industrial road, electronic city phase 1, bangalore, 560100",3,191.67213857035418,560100,560100,1,1.901026871008641,0
4.980177594729393,0.9692906116503894,BBMP/560058/0722,KAR/FACT/560058/0722,fabrics lakshmi traders,fabrics lakshmi traders,3,936.1370152025103,VNRAX3973E,VNRAX3973E,1,917.2573170641534,,29VNRAX3973E3ZT,-1,1.0,"411 2, industrial road, bel road, bangalore, bangalore","industrial road, bel road, bangalore, 560058",0,0.19333948163414924,560058,560058,1,1.901026871008641,0
4.980177594729393,0.9692906116503894,BBMP/560100/0454,ESCOM/560100/000454,limited motors united,limited motors united,3,936.1370152025103,MQAPN9166H,MQAPN9166H,1,917.2573170641534,,29MQAPN9166H5ZB,-1,1.0,"cross road, hosur road, bangalore, 560100","470 7, cross road, hosur road, bangalore, bangalore",0,0.19333948163414924,560100,560100,1,1.901026871008641,0
4.980177594729393,0.9692906116503894,BBMP/560058/0322,KAR/FACT/560058/0322,global international plastics,global international plastics,3,936.1370152025103,QBXHU5752P,QBXHU5752P,1,917.2573170641534,,,-1,1.0,"975 1, ring road, yeshwanthpur, bangalore, 560058","ring road, yeshwanthpur, bangalore, bangalore",0,0.19333948163414924,560058,560058,1,1.901026871008641,0
4.980177594729393,0.9692906116503894,ESCOM/560058/000322,KAR/FACT/560058/0322,global international plastics,global international plastics,3,936.1370152025103,QBXHU5752P,QBXHU5752P,1,917.2573170641534,,,-1,1.0,"975 1, ring road, yeshwanthpur, bangalore, 560058","ring road, yeshwanthpur, bangalore, bangalore",0,0.19333948163414924,560058,560058,1,1.901026871008641,0
4.980177594729393,0.9692906116503894,BBMP/560100/0189,KAR/FACT/560100/0189,international national paints,international national paints,3,936.1370152025103,PHMFW8212T,PHMFW8212T,1,917.2573170641534,,29PHMFW8212T7ZB,-1,1.0,"731 1, factory road, bommanahalli, bangalore, bangalore","factory road, bommanahalli, bangalore, 560100",0,0.19333948163414924,560100,560100,1,1.901026871008641,0
4.980177594729393,0.9692906116503894,BBMP/560058/0141,KAR/FACT/560058/0141,company motors sri,company motors sri,3,936.1370152025103,YOFAB2385T,YOFAB2385T,1,917.2573170641534,,,-1,1.0,"930 9, service road, peenya, bangalore, bangalore","service road, peenya, bangalore, 560058",0,0.19333948163414924,560058,560058,1,1.901026871008641,0
4.980177594729393,0.9692906116503894,ESCOM/560100/000071,KAR/FACT/560100/0071,chemicals traders united,chemicals traders united,3,936.1370152025103,GPLCP2847P,GPLCP2847P,1,917.2573170641534,,,-1,1.0,"2nd cross, neeladri nagar, bangalore, bangalore","694 5, 2nd cross, neeladri nagar, bangalore, 560100",0,0.19333948163414924,560100,560100,1,1.901026871008641,0
4.980177594729393,0.9692906116503894,ESCOM/560058/000738,KR/BN/00738/000,company infosys paints,company infosys paints,3,936.1370152025103,QRRAK0597M,QRRAK0597M,1,917.2573170641534,,,-1,1.0,"factory road, peenya, bangalore, bangalore","425 2, factory road, peenya, bangalore, 560058",0,0.19333948163414924,560058,560058,1,1.901026871008641,0
4.980177594729393,0.9692906116503894,KAR/FACT/560058/0738,KR/BN/00738/000,company infosys paints,company infosys paints,3,936.1370152025103,QRRAK0597M,QRRAK0597M,1,917.2573170641534,,,-1,1.0,"factory road, peenya, bangalore, bangalore","425 2, factory road, peenya, bangalore, 560058",0,0.19333948163414924,560058,560058,1,1.901026871008641,0
